337945,111200010,2011-1100498,09/01/18 12:00 AM,10/01/18 12:00 AM,1418,1425,7,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950446
337946,111200030,101021198,09/01/18 12:00 AM,10/01/18 12:00 AM,1970,1994,24,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950447
337947,111200050,60103741,09/01/18 12:00 AM,10/01/18 12:00 AM,1552,1565,13,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950448
337948,111200060,1027,09/01/18 12:00 AM,10/01/18 12:00 AM,1370,1398,28,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950449
337949,111200080,1101065,09/01/18 12:00 AM,10/01/18 12:00 AM,1497,1513,16,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950450
337950,111200090,2612,09/01/18 12:00 AM,10/01/18 12:00 AM,914,932,18,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950451
337951,111200101,70305042,09/01/18 12:00 AM,10/01/18 12:00 AM,1220,1245,25,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950452
337952,111200110,112103989,09/01/18 12:00 AM,10/01/18 12:00 AM,1192,1205,13,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950453
337953,111200130,4240153,09/01/18 12:00 AM,10/01/18 12:00 AM,1240,1251,11,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950454
337954,111200140,1101756,09/01/18 12:00 AM,10/01/18 12:00 AM,1347,1383,36,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950455
337955,111200150,1102644,09/01/18 12:00 AM,10/01/18 12:00 AM,1729,1753,24,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950456
337956,111200160,80802014,09/01/18 12:00 AM,10/01/18 12:00 AM,1649,1658,9,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950457
337957,111200210,4240047,09/01/18 12:00 AM,10/01/18 12:00 AM,3040,3064,24,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950458
337958,111200230,990825863,09/01/18 12:00 AM,10/01/18 12:00 AM,2982,2995,13,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950459
337960,111200260,4240177,09/01/18 12:00 AM,10/01/18 12:00 AM,2836,2848,12,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950461
337961,111200270,2205058,09/01/18 12:00 AM,10/01/18 12:00 AM,1855,1860,5,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950462
337962,111200290,17NB023598,09/01/18 12:00 AM,10/01/18 12:00 AM,303,340,37,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950463
337963,111200300,17NB023599,09/01/18 12:00 AM,10/01/18 12:00 AM,187,197,10,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950464
337964,111200301,150202883,09/01/18 12:00 AM,10/01/18 12:00 AM,666,690,24,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950465
337965,111200310,4240167,09/01/18 12:00 AM,10/01/18 12:00 AM,1852,1866,14,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950466
337966,111200311,2415,09/01/18 12:00 AM,10/01/18 12:00 AM,668,676,8,0,0,0,2,,0,10/01/18 02:31 PM,WIN,1950467
