"111200010","10260908","350"
"111207720","10260909","602.5"
"111200030","10260910","535"
"111200050","10260911","226.75"
"111200060","10260912","1702.15"
"111207731","10260913","630"
"111200080","10260914","333.75"
"111207670","10260915","200"
"111200090","10260916","200"
"111200101","10260917","2400.25"
"111200110","10260918","253.5"
"111200130","10260919","808.55"
"111200140","10260920","440.75"
"111207741","10260921","220"
"111200150","10260922","568.75"
"111200160","10260923","200"
"113200190","10260924","220"
"111200210","10260925","969"
"111207740","10260926","200"
"115200220","10260927","881.5"
"111200230","10260928","337.7"
"113200240","10260929","2022.9"
"111200260","10260930","614"
"111200270","10260931","704.85"
"115200280","10260932","1205"
"111200290","10260933","1307.8"
"111200300","10260934","253.5"
"111200310","10260935","1308.15"
"111200311","10260936","440"
"111200320","10260937","200"
"111200301","10260938","602.5"
"111200330","10260939","932.85"
"111200340","10260940","280.25"
"111207739","10260941","220"
"111200350","10260942","220"
"111200370","10260943","253.5"
"111200380","10260944","501.25"
"111200381","10260945","1340"
"111207706","10260946","280.25"
"111200410","10260947","440.75"
"111200420","10260948","200"
"111200430","10260949","660"
"115200450","10260950","8023.85"
"111200460","10260951","308.3"
"111200470","10260952","498.85"
"111200480","10260953","414"
"111200490","10260954","220"
"111200500","10260955","387.25"
"111200510","10260956","200"
"111200540","10260957","253.5"
"111207709","10260958","278.85"
"111200550","10260959","200"
"111200560","10260960","737.5"
"111200570","10260961","200"
"111200580","10260962","770"
"111200590","10260963","220"
"111200600","10260964","969"
"111207697","10260965","3488.6"
"111200610","10260966","467.5"
"111200620","10260967","13148.4"
"111200630","10260968","18438"
"111200640","10260969","387.25"
"111200650","10260970","414"
"111200660","10260971","501.25"
"113200670","10260972","995.15"
"111200681","10260973","467.5"
"114200680","10260974","440.75"
"111200700","10260975","414"
"111200710","10260976","440"
"113200720","10260977","300"
"111207711","10260978","1982.5"
"111200730","10260979","591.2"
"111200740","10260980","200"
"111207725","10260981","771.25"
"111203180","10260982","954.3000000000001"
"111201741","10260983","774.15"
"111200760","10260984","200"
"111203170","10260985","226.75"
"111200780","10260986","220"
"111200770","10260987","280.25"
"111207737","10260988","226.75"
"111200790","10260989","467.5"
"111200800","10260990","200"
"111200840","10260991","646"
"111200810","10260992","514.25"
"111200820","10260993","307"
"111200830","10260994","1084.45"
"111200842","10260995","278.85"
"111200870","10260996","1669.5500000000002"
"111200881","10260997","200"
"111200882","10260998","220"
"111200890","10260999","220"
"111200900","10261000","387.25"
"111200910","10261001","514.25"
"111200920","10261002","1010"
"111200860","10261003","455.4"
"111200850","10261004","440.75"
"111200930","10261005","822.55"
"111200931","10261006","200"
"111200950","10261007","200"
"111203190","10261008","219"
"111200960","10261009","226.75"
"111200961","10261010","440"
"111200970","10261011","484.85"
"111200980","10261012","220"
"111200990","10261013","414"
"111201040","10261014","396.55"
"111201020","10261015","387.25"
"111201030","10261016","220"
"111207695","10261017","396.55"
"111201060","10261018","200"
"111201070","10261019","280.25"
"111201080","10261020","1432.95"
"111201090","10261021","1359.5500000000002"
"111201100","10261022","337.7"
"111201110","10261023","414"
"111201120","10261024","220"
"111201140","10261025","1490.6999999999998"
"111200940","10261026","200"
"111201780","10261027","220"
"111201790","10261028","337.7"
"111201820","10261029","200"
"111201760","10261030","793.15"
"111201840","10261031","848.4"
"111201860","10261032","280.25"
"111201890","10261033","200"
"111201920","10261034","1672.3"
"111207728","10261035","200"
"111201940","10261036","440"
"111207701","10261037","2098.15"
"111202060","10261038","999.1"
"111203311","10261039","220"
"111207714","10261040","734.25"
"111202100","10261041","440"
"111202110","10261042","703.75"
"111202140","10261043","200"
"111207702","10261044","1251.3000000000002"
"120203310","10261045","734.3"
"111202180","10261046","200"
"111202200","10261047","983.7"
"111202210","10261048","307"
"111202220","10261049","455.4"
"111207694","10261050","699.9"
"111202270","10261051","733.65"
"111207727","10261052","200"
"111202300","10261053","200"
"111202310","10261054","484.85"
"111202340","10261055","535"
"111202360","10261056","200"
"111202370","10261057","253.5"
"111202400","10261058","200"
"111202440","10261059","253.5"
"211207090","10261060","280.25"
"111202470","10261061","440"
"314205676","10261062","307"
"111202540","10261063","200"
"111200801","10261064","200"
"111202550","10261065","704.8499999999999"
"111202560","10261066","720.25"
"111202580","10261067","1861.1999999999998"
"111202600","10261068","220"
"117203300","10261069","777.7"
"111202620","10261070","1101.3999999999999"
"111202670","10261071","703.75"
"111203312","10261072","307"
"114204150","10261073","200"
"112202700","10261074","1493.4"
"112202710","10261075","854.75"
"112202720","10261076","1610"
"111203280","10261077","1959.6"
"111202650","10261078","200"
"111202840","10261079","2131.7999999999997"
"111202860","10261080","200"
"111202880","10261081","1132.05"
"111202894","10261082","675.4000000000001"
"111202900","10261083","805"
"111202920","10261084","414"
"111202940","10261085","360.5"
"111202980","10261086","1539.8"
"111203000","10261087","219"
"111203020","10261088","539.85"
"111207716","10261089","200"
"111203040","10261090","440"
"111203060","10261091","220"
"113203100","10261092","703.75"
"111203140","10261093","387.25"
"126203330","10261094","350"
"111203240","10261095","1051"
"211207682","10261096","899.8"
"211207685","10261097","693.9"
"211207683","10261098","1387.7999999999997"
"211207684","10261099","385"
"211207688","10261100","436.5"
"111207724","10261101","460.4"
"111207732","10261102","385"
"211207691","10261103","924.5"
"211207687","10261104","350"
"411203130","10261105","333.75"
"211207686","10261106","443.6"
"111207730","10261107","1430.5"
"415201990","10261108","420"
"211207692","10261109","677.6"
"111207700","10261110","7162.8"
"111207715","10261111","625.65"
"111207704","10261112","5238.799999999999"
"116203500","10261113","1050"
"115203600","10261114","614"
"112203840","10261115","453.5"
"111203900","10261116","414"
"111203940","10261117","360.5"
"111203960","10261118","300"
"111203961","10261119","660"
"112203990","10261120","39410.8"
"111207738","10261121","6069.45"
"111203150","10261122","584"
"112204140","10261123","400"
"111204180","10261124","640"
"111204200","10261125","333.75"
"112204210","10261126","400"
"111207699","10261127","200"
"111204280","10261128","535"
"111204290","10261129","910.85"
"114204320","10261130","340.1"
"111204340","10261131","440"
"111204420","10261132","602.5"
"111204510","10261133","2235.8"
"114204520","10261134","500.5"
"111204570","10261135","478.85"
"111204560","10261136","280.25"
"111204730","10261137","440"
"111204620","10261138","1362.65"
"111203250","10261139","440"
"111203120","10261140","333.75"
"111204700","10261141","440.75"
"111204720","10261142","440"
"111204750","10261143","253.5"
"111207721","10261144","2309.2"
"111207707","10261145","1020.8"
"114204770","10261146","1637.5"
"111204751","10261147","440"
"111204624","10261148","1051"
"111207722","10261149","440.75"
"111204760","10261150","307"
"111204710","10261151","253.5"
"111204940","10261152","926.2"
"111204950","10261153","446.75"
"123203320","10261154","200"
"111207705","10261155","3840.4"
"114204964","10261156","3230.45"
"114205000","10261157","300"
"114205040","10261158","280.25"
"111205140","10261159","636.25"
"111205220","10261160","360.5"
"111205230","10261161","426"
"111205240","10261162","414"
"111205300","10261163","226.75"
