"111200060","10260912","774.15","774.15","0","774.15"
"111207731","10260913","330","330","0","330"
"111200101","10260917","1737.5","1737.5","0","1737.5"
"111200130","10260919","528.3","528.3","0","528.3"
"111200270","10260931","337.7","337.7","0","337.7"
"111200310","10260935","1001.15","1001.15","0","1001.15"
"111200311","10260936","220","0","0","0"
"111200330","10260939","426","426","0","426"
"111200430","10260949","440","0","0","0"
"115200450","10260950","5531.25","0","0","0"
"111200470","10260952","278.85","278.85","0","278.85"
"111200580","10260962","385","0","0","0"
"111200620","10260967","7061.4","7061.4","0","7061.4"
"111200630","10260968","8499.8","8499.8","0","8499.8"
"111200710","10260976","220","0","0","0"
"111200730","10260979","337.7","337.7","0","337.7"
"111203180","10260982","616.6","616.6","0","616.6"
"111200840","10260991","337.7","337.7","0","337.7"
"111200830","10260994","662.75","662.75","0","662.75"
"111200870","10260996","1214.15","1214.15","0","1214.15"
"111200930","10261005","426","0","0","0"
"111200961","10261010","220","0","0","0"
"111201080","10261020","586.95","586.95","0","586.95"
"111201090","10261021","511.15","0","0","0"
"111201760","10261030","367.15","367.15","0","367.15"
"111201920","10261034","1246.3","0","0","0"
"111201940","10261036","220","0","0","0"
"111207701","10261037","455.4","0","0","0"
"111202060","10261038","484.85","0","0","0"
"111207714","10261040","278.85","0","0","0"
"111202100","10261041","220","220","0","220"
"111207702","10261044","551.4","551.4","0","551.4"
"120203310","10261045","426","0","0","0"
"111202200","10261047","734.25","0","0","0"
"111202470","10261061","220","0","0","0"
"111202550","10261065","396.55","396.55","0","396.55"
"111202560","10261066","440","440","0","440"
"111202580","10261067","930.6","0","0","0"
"117203300","10261069","557.7","557.7","0","557.7"
"111202620","10261070","793.1","793.1","0","793.1"
"112202710","10261075","414","414","0","414"
"112202720","10261076","805","805","0","805"
"111203280","10261077","1739.6","0","0","0"
"111202840","10261079","1156.1","0","0","0"
"111202880","10261081","691.3","691.3","0","691.3"
"111202894","10261082","337.7","337.7","0","337.7"
"111203020","10261088","320.85","320.85","0","320.85"
"111203040","10261090","220","0","0","0"
"211207683","10261098","693.9","0","0","0"
"211207691","10261103","436.5","436.5","0","436.5"
"111207730","10261107","1016.5","1016.5","0","1016.5"
"415201990","10261108","220","220","0","220"
"111207700","10261110","3859.8","0","0","0"
"111207704","10261112","2678.2","2678.2","0","2678.2"
"116203500","10261113","700","350","0","350"
"112203840","10261115","226.75","226.75","0","226.75"
"111203961","10261119","440","440","0","440"
